feature_set,fold,model,strategy,threshold,recall,precision,f1,roc_auc,pr_auc
top30_full,3,LightGBM,weighted,0.25,0.6829268292682927,0.3373493975903614,0.45161290322580644,0.821355427294731,0.4414209103066916
top30_full,3,LightGBM,weighted,0.3,0.6585365853658537,0.36486486486486486,0.46956521739130436,0.821355427294731,0.4414209103066916
top30_full,3,LightGBM,weighted,0.35,0.6585365853658537,0.38571428571428573,0.4864864864864865,0.821355427294731,0.4414209103066916
top30_full,3,LightGBM,weighted,0.4,0.6585365853658537,0.4090909090909091,0.5046728971962616,0.821355427294731,0.4414209103066916
top30_full,3,LightGBM,weighted,0.45,0.5853658536585366,0.4067796610169492,0.48,0.821355427294731,0.4414209103066916
top30_full,3,LightGBM,weighted,0.5,0.5853658536585366,0.43636363636363634,0.5,0.821355427294731,0.4414209103066916
top30_full,3,LightGBM,smote,0.2,0.6097560975609756,0.36231884057971014,0.45454545454545453,0.8149320424501955,0.4500766607271858
top30_full,3,LightGBM,smote,0.25,0.5609756097560976,0.38333333333333336,0.45544554455445546,0.8149320424501955,0.4500766607271858
top30_full,3,LightGBM,smote,0.3,0.5609756097560976,0.42592592592592593,0.4842105263157895,0.8149320424501955,0.4500766607271858
top30_full,3,LightGBM,smote,0.35,0.4878048780487805,0.4166666666666667,0.449438202247191,0.8149320424501955,0.4500766607271858
top30_full,3,LightGBM,smote,0.4,0.43902439024390244,0.42857142857142855,0.43373493975903615,0.8149320424501955,0.4500766607271858
top30_full,3,LightGBM,smote,0.45,0.36585365853658536,0.42857142857142855,0.39473684210526316,0.8149320424501955,0.4500766607271858
top30_full,3,LightGBM,smote,0.5,0.3170731707317073,0.41935483870967744,0.3611111111111111,0.8149320424501955,0.4500766607271858
top30_full,4,Logistic,weighted,0.2,0.9024390243902439,0.24183006535947713,0.38144329896907214,0.8441630981195308,0.4726940768037333
top30_full,4,Logistic,weighted,0.25,0.9024390243902439,0.2569444444444444,0.4,0.8441630981195308,0.4726940768037333
top30_full,4,Logistic,weighted,0.3,0.8780487804878049,0.27906976744186046,0.4235294117647059,0.8441630981195308,0.4726940768037333
top30_full,4,Logistic,weighted,0.35,0.8536585365853658,0.29914529914529914,0.4430379746835443,0.8441630981195308,0.4726940768037333
top30_full,4,Logistic,weighted,0.4,0.7804878048780488,0.29357798165137616,0.4266666666666667,0.8441630981195308,0.4726940768037333
